index,datetime,service,instance,message,level,anomaly_type,st_time,ed_time,duration,data_type
84,2021-07-06,logservice,logservice2,"2021-07-06 10:38:46,195 | WARNING | 0.0.0.2 | 172.17.0.3 | logservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-06 10:28:45.367528 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-06 10:28:45.367528,2021-07-06 10:38:45.367528,600,train
85,2021-07-06,logservice,logservice2,"2021-07-06 11:51:32,048 | WARNING | 0.0.0.2 | 172.17.0.3 | logservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-06 11:41:31.292881 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-06 11:41:31.292881,2021-07-06 11:51:31.292881,600,train
86,2021-07-06,mobservice,mobservice1,"2021-07-06 12:32:36,116 | WARNING | 0.0.0.1 | 172.17.0.5 | mobservice1 | 1f55b12cd38d1665 | wait for 11 seconds for follow-up operations to simulate the login failure of the QR code expired",WARNING,[login failure],2021-07-06 12:32:36.116000,2021-07-06 12:32:47.116000,11,train
87,2021-07-06,mobservice,mobservice1,"2021-07-06 13:14:11,286 | WARNING | 0.0.0.1 | 172.17.0.5 | mobservice1 | 15c68bd93aba7319 | wait for 11 seconds for follow-up operations to simulate the login failure of the QR code expired",WARNING,[login failure],2021-07-06 13:14:11.286000,2021-07-06 13:14:22.286000,11,train
88,2021-07-06,dbservice,dbservice1,"2021-07-06 13:41:25,597 | WARNING | 0.0.0.4 | 172.17.0.3 | dbservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-06 13:31:24.922854 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-06 13:31:24.922854,2021-07-06 13:41:24.922854,600,train
89,2021-07-06,dbservice,dbservice1,"2021-07-06 14:49:17,645 | WARNING | 0.0.0.4 | 172.17.0.3 | dbservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-06 14:39:15.714773 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-06 14:39:15.714773,2021-07-06 14:49:15.714773,600,train
90,2021-07-06,mobservice,mobservice2,"2021-07-06 15:19:48,258 | WARNING | 0.0.0.4 | 172.17.0.2 | mobservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-06 15:09:46.656972 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-06 15:09:46.656972,2021-07-06 15:19:46.656972,600,train
91,2021-07-06,dbservice,dbservice2,"2021-07-06 15:59:17,882 | WARNING | 0.0.0.2 | 172.17.0.2 | dbservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-06 15:49:16.992915 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-06 15:49:16.992915,2021-07-06 15:59:16.992915,600,train
93,2021-07-06,mobservice,mobservice1,"2021-07-06 16:57:05,885 | WARNING | 0.0.0.1 | 172.17.0.5 | mobservice1 | 4ade1978b85c39fb | wait for 11 seconds for follow-up operations to simulate the login failure of the QR code expired",WARNING,[login failure],2021-07-06 16:57:05.885000,2021-07-06 16:57:16.885000,11,train
94,2021-07-06,mobservice,mobservice2,"2021-07-06 17:53:29,789 | WARNING | 0.0.0.4 | 172.17.0.2 | mobservice2 | 7cce21e826fbb120 | wait for 11 seconds for follow-up operations to simulate the login failure of the QR code expired",WARNING,[login failure],2021-07-06 17:53:29.789000,2021-07-06 17:53:40.789000,11,train
95,2021-07-06,mobservice,mobservice1,"2021-07-06 17:55:37,863 | WARNING | 0.0.0.1 | 172.17.0.5 | mobservice1 | c9c3866f871508e0 | wait for 11 seconds for follow-up operations to simulate the login failure of the QR code expired",WARNING,[login failure],2021-07-06 17:55:37.863000,2021-07-06 17:55:48.863000,11,train
96,2021-07-06,mobservice,mobservice1,"2021-07-06 18:11:48,996 | WARNING | 0.0.0.1 | 172.17.0.5 | mobservice1 | bf0cb283314815bd | wait for 11 seconds for follow-up operations to simulate the login failure of the QR code expired",WARNING,[login failure],2021-07-06 18:11:48.996000,2021-07-06 18:11:59.996000,11,train
97,2021-07-06,mobservice,mobservice2,"2021-07-06 18:31:39,450 | WARNING | 0.0.0.4 | 172.17.0.2 | mobservice2 | 72d6b031c23a425a | wait for 11 seconds for follow-up operations to simulate the login failure of the QR code expired",WARNING,[login failure],2021-07-06 18:31:39.450000,2021-07-06 18:31:50.450000,11,train
98,2021-07-06,webservice,webservice1,"2021-07-06 21:45:30,645 | WARNING | 0.0.0.1 | 172.17.0.3 | webservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-06 21:35:28.898518 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-06 21:35:28.898518,2021-07-06 21:45:28.898518,600,train
99,2021-07-06,redisservice,redisservice1,"2021-07-06 22:14:59,977 | WARNING | 0.0.0.1 | 172.17.0.4 | redisservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-06 22:04:59.074552 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-06 22:04:59.074552,2021-07-06 22:14:59.074552,600,train
100,2021-07-06,webservice,webservice2,"2021-07-06 23:30:32,828 | WARNING | 0.0.0.3 | 172.17.0.4 | webservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-06 23:20:30.899657 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-06 23:20:30.899657,2021-07-06 23:30:30.899657,600,train
101,2021-07-07,logservice,logservice2,"2021-07-07 00:24:23,611 | WARNING | 0.0.0.2 | 172.17.0.3 | logservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-07 00:14:22.584907 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-07 00:14:22.584907,2021-07-07 00:24:22.584907,600,train
102,2021-07-07,redisservice,redisservice2,"2021-07-07 01:20:00,717 | WARNING | 0.0.0.2 | 172.17.0.4 | redisservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-07 01:09:58.216984 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-07 01:09:58.216984,2021-07-07 01:19:58.216984,600,train
103,2021-07-07,mobservice,mobservice1,"2021-07-07 03:13:11,141 | WARNING | 0.0.0.1 | 172.17.0.5 | mobservice1 | cb529a3eeb9b23be | wait for 11 seconds for follow-up operations to simulate the login failure of the QR code expired",WARNING,[login failure],2021-07-07 03:13:11.141000,2021-07-07 03:13:22.141000,11,train
104,2021-07-07,mobservice,mobservice2,"2021-07-07 03:47:26,304 | WARNING | 0.0.0.4 | 172.17.0.2 | mobservice2 | [normal memory freed label] lasts ten minutes",WARNING,[normal memory freed label],2021-07-07 03:47:26.304000,2021-07-07 03:57:26.304000,600,train
106,2021-07-07,mobservice,mobservice2,"2021-07-07 04:20:56,778 | WARNING | 0.0.0.4 | 172.17.0.2 | mobservice2 | 8726c011a12b6f6b | wait for 11 seconds for follow-up operations to simulate the login failure of the QR code expired",WARNING,[login failure],2021-07-07 04:20:56.778000,2021-07-07 04:21:07.778000,11,train
107,2021-07-07,mobservice,mobservice1,"2021-07-07 04:40:15,080 | WARNING | 0.0.0.1 | 172.17.0.5 | mobservice1 | 22da0005e87b349a | wait for 11 seconds for follow-up operations to simulate the login failure of the QR code expired",WARNING,[login failure],2021-07-07 04:40:15.080000,2021-07-07 04:40:26.080000,11,train
108,2021-07-07,dbservice,dbservice2,"2021-07-07 05:06:28,838 | WARNING | 0.0.0.2 | 172.17.0.2 | dbservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-07 04:56:27.935238 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-07 04:56:27.935238,2021-07-07 05:06:27.935238,600,train
109,2021-07-07,dbservice,dbservice1,"2021-07-07 06:04:56,166 | WARNING | 0.0.0.4 | 172.17.0.3 | dbservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-07 05:54:54.866687 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-07 05:54:54.866687,2021-07-07 06:04:54.866687,600,train
110,2021-07-07,mobservice,mobservice2,"2021-07-07 06:08:52,145 | WARNING | 0.0.0.4 | 172.17.0.2 | mobservice2 | 794d96efa223a9d0 | wait for 11 seconds for follow-up operations to simulate the login failure of the QR code expired",WARNING,[login failure],2021-07-07 06:08:52.145000,2021-07-07 06:09:03.145000,11,train
111,2021-07-07,mobservice,mobservice2,"2021-07-07 06:25:53,840 | WARNING | 0.0.0.4 | 172.17.0.2 | mobservice2 | 2b2f671d75e70710 | wait for 11 seconds for follow-up operations to simulate the login failure of the QR code expired",WARNING,[login failure],2021-07-07 06:25:53.840000,2021-07-07 06:26:04.840000,11,train
112,2021-07-07,logservice,logservice1,"2021-07-07 07:16:14,122 | WARNING | 0.0.0.3 | 172.17.0.3 | logservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-07 07:06:12.947588 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-07 07:06:12.947588,2021-07-07 07:16:12.947588,600,train
113,2021-07-07,logservice,logservice2,"2021-07-07 07:48:24,615 | WARNING | 0.0.0.2 | 172.17.0.3 | logservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-07 07:38:22.112872 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-07 07:38:22.112872,2021-07-07 07:48:22.112872,600,train
114,2021-07-07,mobservice,mobservice1,"2021-07-07 08:24:36,232 | WARNING | 0.0.0.1 | 172.17.0.5 | mobservice1 | 84b13a0556210913 | wait for 11 seconds for follow-up operations to simulate the login failure of the QR code expired",WARNING,[login failure],2021-07-07 08:24:36.232000,2021-07-07 08:24:47.232000,11,train
115,2021-07-07,webservice,webservice2,"2021-07-07 09:21:39,331 | WARNING | 0.0.0.3 | 172.17.0.4 | webservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-07 09:11:36.827599 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-07 09:11:36.827599,2021-07-07 09:21:36.827599,600,train
116,2021-07-07,mobservice,mobservice2,"2021-07-07 09:24:37,600 | WARNING | 0.0.0.4 | 172.17.0.2 | mobservice2 | 1b3d5f1e1334250f | wait for 11 seconds for follow-up operations to simulate the login failure of the QR code expired",WARNING,[login failure],2021-07-07 09:24:37.600000,2021-07-07 09:24:48.600000,11,train
117,2021-07-07,mobservice,mobservice1,"2021-07-07 10:34:21,440 | WARNING | 0.0.0.1 | 172.17.0.5 | mobservice1 | 5c5b89c9cb87c578 | wait for 11 seconds for follow-up operations to simulate the login failure of the QR code expired",WARNING,[login failure],2021-07-07 10:34:21.440000,2021-07-07 10:34:32.440000,11,train
118,2021-07-07,dbservice,dbservice2,"2021-07-07 11:21:32,069 | WARNING | 0.0.0.2 | 172.17.0.2 | dbservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-07 11:11:31.280898 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-07 11:11:31.280898,2021-07-07 11:21:31.280898,600,train
119,2021-07-07,webservice,webservice1,"2021-07-07 12:55:59,703 | WARNING | 0.0.0.1 | 172.17.0.3 | webservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-07 12:45:58.042536 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-07 12:45:58.042536,2021-07-07 12:55:58.042536,600,train
120,2021-07-07,mobservice,mobservice1,"2021-07-07 14:22:22,435 | WARNING | 0.0.0.1 | 172.17.0.5 | mobservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-07 14:12:19.950539 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-07 14:12:19.950539,2021-07-07 14:22:19.950539,600,train
121,2021-07-07,dbservice,dbservice2,"2021-07-07 14:53:00,227 | WARNING | 0.0.0.2 | 172.17.0.2 | dbservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-07 14:42:59.368896 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-07 14:42:59.368896,2021-07-07 14:52:59.368896,600,train
122,2021-07-07,dbservice,dbservice1,"2021-07-07 15:21:22,230 | WARNING | 0.0.0.4 | 172.17.0.3 | dbservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-07 15:11:21.078689 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-07 15:11:21.078689,2021-07-07 15:21:21.078689,600,train
123,2021-07-07,mobservice,mobservice2,"2021-07-07 15:23:23,626 | WARNING | 0.0.0.4 | 172.17.0.2 | mobservice2 | 88520dc1afb1d121 | wait for 11 seconds for follow-up operations to simulate the login failure of the QR code expired",WARNING,[login failure],2021-07-07 15:23:23.626000,2021-07-07 15:23:34.626000,11,train
124,2021-07-07,logservice,logservice1,"2021-07-07 16:01:14,429 | WARNING | 0.0.0.3 | 172.17.0.3 | logservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-07 15:51:13.019619 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-07 15:51:13.019619,2021-07-07 16:01:13.019619,600,train
125,2021-07-07,mobservice,mobservice1,"2021-07-07 16:06:27,795 | WARNING | 0.0.0.1 | 172.17.0.5 | mobservice1 | ab51214f329af28f | wait for 11 seconds for follow-up operations to simulate the login failure of the QR code expired",WARNING,[login failure],2021-07-07 16:06:27.795000,2021-07-07 16:06:38.795000,11,train
126,2021-07-07,mobservice,mobservice2,"2021-07-07 16:11:59,755 | WARNING | 0.0.0.4 | 172.17.0.2 | mobservice2 | d714dd34fd8d928a | wait for 11 seconds for follow-up operations to simulate the login failure of the QR code expired",WARNING,[login failure],2021-07-07 16:11:59.755000,2021-07-07 16:12:10.755000,11,train
127,2021-07-07,dbservice,dbservice1,"2021-07-07 16:27:10,443 | WARNING | 0.0.0.4 | 172.17.0.3 | dbservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-07 16:17:09.350688 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-07 16:17:09.350688,2021-07-07 16:27:09.350688,600,train
128,2021-07-07,mobservice,mobservice2,"2021-07-07 16:53:31,489 | WARNING | 0.0.0.4 | 172.17.0.2 | mobservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-07 16:43:30.406978 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-07 16:43:30.406978,2021-07-07 16:53:30.406978,600,train
129,2021-07-07,dbservice,dbservice1,"2021-07-07 17:43:40,403 | WARNING | 0.0.0.4 | 172.17.0.3 | dbservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-07 17:33:39.542695 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-07 17:33:39.542695,2021-07-07 17:43:39.542695,600,train
130,2021-07-07,mobservice,mobservice2,"2021-07-07 17:59:58,186 | WARNING | 0.0.0.4 | 172.17.0.2 | mobservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-07 17:49:57.495656 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-07 17:49:57.495656,2021-07-07 17:59:57.495656,600,train
131,2021-07-07,mobservice,mobservice1,"2021-07-07 20:18:40,233 | WARNING | 0.0.0.1 | 172.17.0.5 | mobservice1 | d7ec181ce6691703 | wait for 11 seconds for follow-up operations to simulate the login failure of the QR code expired",WARNING,[login failure],2021-07-07 20:18:40.233000,2021-07-07 20:18:51.233000,11,train
132,2021-07-07,mobservice,mobservice2,"2021-07-07 20:49:38,167 | WARNING | 0.0.0.4 | 172.17.0.2 | mobservice2 | d0b3adf72f21e8c | wait for 11 seconds for follow-up operations to simulate the login failure of the QR code expired",WARNING,[login failure],2021-07-07 20:49:38.167000,2021-07-07 20:49:49.167000,11,train
133,2021-07-07,redisservice,redisservice2,"2021-07-07 21:16:30,051 | WARNING | 0.0.0.2 | 172.17.0.4 | redisservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-07 21:06:27.616883 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-07 21:06:27.616883,2021-07-07 21:16:27.616883,600,train
134,2021-07-07,mobservice,mobservice1,"2021-07-07 21:29:57,167 | WARNING | 0.0.0.1 | 172.17.0.5 | mobservice1 | 315c91830b00a331 | wait for 11 seconds for follow-up operations to simulate the login failure of the QR code expired",WARNING,[login failure],2021-07-07 21:29:57.167000,2021-07-07 21:30:08.167000,11,train
135,2021-07-07,mobservice,mobservice2,"2021-07-07 22:40:06,916 | WARNING | 0.0.0.4 | 172.17.0.2 | mobservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-07 22:30:06.214758 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-07 22:30:06.214758,2021-07-07 22:40:06.214758,600,train
136,2021-07-07,redisservice,redisservice1,"2021-07-07 23:10:47,074 | WARNING | 0.0.0.1 | 172.17.0.4 | redisservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-07 23:00:46.201011 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-07 23:00:46.201011,2021-07-07 23:10:46.201011,600,train
137,2021-07-08,mobservice,mobservice1,"2021-07-08 00:11:39,158 | WARNING | 0.0.0.1 | 172.17.0.5 | mobservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-08 00:01:36.434559 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-08 00:01:36.434559,2021-07-08 00:11:36.434559,600,train
138,2021-07-08,dbservice,dbservice2,"2021-07-08 00:41:32,944 | WARNING | 0.0.0.2 | 172.17.0.2 | dbservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-08 00:31:32.056888 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-08 00:31:32.056888,2021-07-08 00:41:32.056888,600,train
140,2021-07-08,mobservice,mobservice2,"2021-07-08 02:17:50,504 | WARNING | 0.0.0.4 | 172.17.0.2 | mobservice2 | ae20e104b1ea02cd | wait for 11 seconds for follow-up operations to simulate the login failure of the QR code expired",WARNING,[login failure],2021-07-08 02:17:50.504000,2021-07-08 02:18:01.504000,11,train
141,2021-07-08,dbservice,dbservice2,"2021-07-08 02:38:17,975 | WARNING | 0.0.0.2 | 172.17.0.2 | dbservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-08 02:28:17.144896 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-08 02:28:17.144896,2021-07-08 02:38:17.144896,600,train
142,2021-07-08,mobservice,mobservice2,"2021-07-08 02:38:52,377 | WARNING | 0.0.0.4 | 172.17.0.2 | mobservice2 | 9d780431b1a9a2fc | wait for 11 seconds for follow-up operations to simulate the login failure of the QR code expired",WARNING,[login failure],2021-07-08 02:38:52.377000,2021-07-08 02:39:03.377000,11,train
143,2021-07-08,logservice,logservice1,"2021-07-08 03:32:06,161 | WARNING | 0.0.0.3 | 172.17.0.3 | logservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-08 03:22:03.527626 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-08 03:22:03.527626,2021-07-08 03:32:03.527626,600,train
144,2021-07-08,webservice,webservice1,"2021-07-08 03:42:09,699 | WARNING | 0.0.0.1 | 172.17.0.3 | webservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-08 03:32:08.102516 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-08 03:32:08.102516,2021-07-08 03:42:08.102516,600,train
145,2021-07-08,mobservice,mobservice2,"2021-07-08 04:29:58,268 | WARNING | 0.0.0.4 | 172.17.0.2 | mobservice2 | e5bac246af054e87 | wait for 11 seconds for follow-up operations to simulate the login failure of the QR code expired",WARNING,[login failure],2021-07-08 04:29:58.268000,2021-07-08 04:30:09.268000,11,train
146,2021-07-08,dbservice,dbservice2,"2021-07-08 04:54:18,027 | WARNING | 0.0.0.2 | 172.17.0.2 | dbservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-08 04:44:17.172893 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-08 04:44:17.172893,2021-07-08 04:54:17.172893,600,train
147,2021-07-08,mobservice,mobservice2,"2021-07-08 06:07:16,215 | WARNING | 0.0.0.4 | 172.17.0.2 | mobservice2 | 2a3f3618923668f8 | wait for 11 seconds for follow-up operations to simulate the login failure of the QR code expired",WARNING,[login failure],2021-07-08 06:07:16.215000,2021-07-08 06:07:27.215000,11,train
148,2021-07-08,mobservice,mobservice2,"2021-07-08 07:30:15,802 | WARNING | 0.0.0.4 | 172.17.0.2 | mobservice2 | cdb462816bead436 | wait for 11 seconds for follow-up operations to simulate the login failure of the QR code expired",WARNING,[login failure],2021-07-08 07:30:15.802000,2021-07-08 07:30:26.802000,11,train
150,2021-07-08,logservice,logservice2,"2021-07-08 08:15:22,145 | WARNING | 0.0.0.2 | 172.17.0.3 | logservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-08 08:05:21.112882 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-08 08:05:21.112882,2021-07-08 08:15:21.112882,600,train
151,2021-07-08,redisservice,redisservice2,"2021-07-08 08:44:04,551 | WARNING | 0.0.0.2 | 172.17.0.4 | redisservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-08 08:34:02.148875 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-08 08:34:02.148875,2021-07-08 08:44:02.148875,600,train
152,2021-07-08,mobservice,mobservice1,"2021-07-08 09:04:05,860 | WARNING | 0.0.0.1 | 172.17.0.5 | mobservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-08 08:54:03.082582 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-08 08:54:03.082582,2021-07-08 09:04:03.082582,600,train
153,2021-07-08,logservice,logservice1,"2021-07-08 09:41:45,952 | WARNING | 0.0.0.3 | 172.17.0.3 | logservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-08 09:31:44.759708 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-08 09:31:44.759708,2021-07-08 09:41:44.759708,600,train
154,2021-07-08,mobservice,mobservice2,"2021-07-08 10:01:50,583 | WARNING | 0.0.0.4 | 172.17.0.2 | mobservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-08 09:51:49.870820 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-08 09:51:49.870820,2021-07-08 10:01:49.870820,600,train
155,2021-07-08,mobservice,mobservice1,"2021-07-08 10:44:51,288 | WARNING | 0.0.0.1 | 172.17.0.5 | mobservice1 | bbccefd77df70ae4 | wait for 11 seconds for follow-up operations to simulate the login failure of the QR code expired",WARNING,[login failure],2021-07-08 10:44:51.288000,2021-07-08 10:45:02.288000,11,train
156,2021-07-08,mobservice,mobservice2,"2021-07-08 11:01:39,220 | WARNING | 0.0.0.4 | 172.17.0.2 | mobservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-08 10:51:38.610801 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-08 10:51:38.610801,2021-07-08 11:01:38.610801,600,train
158,2021-07-08,mobservice,mobservice1,"2021-07-08 11:59:54,467 | WARNING | 0.0.0.1 | 172.17.0.5 | mobservice1 | 3b142e5a972ba9a6 | wait for 11 seconds for follow-up operations to simulate the login failure of the QR code expired",WARNING,[login failure],2021-07-08 11:59:54.467000,2021-07-08 12:00:05.467000,11,train
159,2021-07-08,mobservice,mobservice1,"2021-07-08 12:12:12,796 | WARNING | 0.0.0.1 | 172.17.0.5 | mobservice1 | e38f0fdc32ec2682 | wait for 11 seconds for follow-up operations to simulate the login failure of the QR code expired",WARNING,[login failure],2021-07-08 12:12:12.796000,2021-07-08 12:12:23.796000,11,train
163,2021-07-08,mobservice,mobservice1,"2021-07-08 15:31:25,667 | WARNING | 0.0.0.1 | 172.17.0.5 | mobservice1 | 60bf18c60ac0d786 | wait for 11 seconds for follow-up operations to simulate the login failure of the QR code expired",WARNING,[login failure],2021-07-08 15:31:25.667000,2021-07-08 15:31:36.667000,11,train
164,2021-07-08,mobservice,mobservice2,"2021-07-08 16:07:49,570 | WARNING | 0.0.0.4 | 172.17.0.2 | mobservice2 | f4785a5235665fdb | wait for 11 seconds for follow-up operations to simulate the login failure of the QR code expired",WARNING,[login failure],2021-07-08 16:07:49.570000,2021-07-08 16:08:00.570000,11,train
166,2021-07-08,mobservice,mobservice2,"2021-07-08 18:36:39,419 | WARNING | 0.0.0.4 | 172.17.0.2 | mobservice2 | 1d4f36a1f3510328 | wait for 11 seconds for follow-up operations to simulate the login failure of the QR code expired",WARNING,[login failure],2021-07-08 18:36:39.419000,2021-07-08 18:36:50.419000,11,train
342,2021-07-13,dbservice,dbservice1,"2021-07-13 10:46:12,912 | WARNING | 0.0.0.4 | 172.17.0.3 | dbservice1 | trigger an access permission denied exception, will lasts an hour",WARNING,[access permission denied exception],2021-07-13 10:46:12.912000,2021-07-13 11:46:12.912000,3600,train
367,2021-07-14,dbservice,dbservice1,"2021-07-14 00:01:00,353 | WARNING | 0.0.0.4 | 172.17.0.3 | dbservice1 | trigger an access permission denied exception, will lasts an hour",WARNING,[access permission denied exception],2021-07-14 00:01:00.353000,2021-07-14 01:01:00.353000,3600,train
772,2021-07-25,mobservice,mobservice2,"2021-07-25 00:07:12,777 | WARNING | 0.0.0.4 | 172.17.0.2 | mobservice2 | 523fe74235147060 | wait for 11 seconds for follow-up operations to simulate the login failure of the QR code expired",WARNING,[login failure],2021-07-25 00:07:12.777000,2021-07-25 00:07:23.777000,11,test
773,2021-07-25,webservice,webservice1,"2021-07-25 00:58:59,873 | WARNING | 0.0.0.1 | 172.17.0.3 | webservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-25 00:48:58.887180 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-25 00:48:58.887180,2021-07-25 00:58:58.887180,600,test
774,2021-07-25,mobservice,mobservice2,"2021-07-25 01:16:49,302 | WARNING | 0.0.0.4 | 172.17.0.2 | mobservice2 | cc6be953359649c0 | wait for 11 seconds for follow-up operations to simulate the login failure of the QR code expired",WARNING,[login failure],2021-07-25 01:16:49.302000,2021-07-25 01:17:00.302000,11,test
775,2021-07-25,mobservice,mobservice2,"2021-07-25 01:30:34,727 | WARNING | 0.0.0.4 | 172.17.0.2 | mobservice2 | f59e35bfb141a1b5 | wait for 11 seconds for follow-up operations to simulate the login failure of the QR code expired",WARNING,[login failure],2021-07-25 01:30:34.727000,2021-07-25 01:30:45.727000,11,test
776,2021-07-25,mobservice,mobservice2,"2021-07-25 03:25:17,841 | WARNING | 0.0.0.4 | 172.17.0.2 | mobservice2 | 15e320224892095 | wait for 11 seconds for follow-up operations to simulate the login failure of the QR code expired",WARNING,[login failure],2021-07-25 03:25:17.841000,2021-07-25 03:25:28.841000,11,test
777,2021-07-25,dbservice,dbservice2,"2021-07-25 03:43:37,917 | WARNING | 0.0.0.2 | 172.17.0.2 | dbservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-25 03:33:35.984899 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-25 03:33:35.984899,2021-07-25 03:43:35.984899,600,test
778,2021-07-25,mobservice,mobservice1,"2021-07-25 03:57:10,935 | WARNING | 0.0.0.1 | 172.17.0.5 | mobservice1 | 70ef40e0d4c3024e | wait for 11 seconds for follow-up operations to simulate the login failure of the QR code expired",WARNING,[login failure],2021-07-25 03:57:10.935000,2021-07-25 03:57:21.935000,11,test
779,2021-07-25,webservice,webservice1,"2021-07-25 04:01:41,787 | WARNING | 0.0.0.1 | 172.17.0.3 | webservice1 | [normal memory freed label] lasts ten minutes",WARNING,[normal memory freed label],2021-07-25 04:01:41.787000,2021-07-25 04:11:41.787000,600,test
